,title,desciption,url,provider,date
161,"Arizona, Known as a <b>Covid-19</b> Hot Spot, Starts to Subdue Its <b>Outbreak</b>","As recently as mid-July, Arizona was in the midst of a full-blown coronavirus <b>outbreak</b>. It repeatedly ... Can Arizona avoid becoming a <b>Covid-19</b> hot spot again? Why, or why not?",https://www.wsj.com/articles/arizona-known-as-a-covid-19-hot-spot-starts-to-subdue-its-outbreak-11600075802,Wall Street Journal,2020-09-14T09:30:00.0000000Z
162,How One South Florida <b>University</b> Is Combating <b>COVID-19</b>,"several colleges and universities have welcomed students back to campus only to be forced to go virtual again because of <b>COVID-19</b> <b>outbreaks</b>. To prevent that scenario, the <b>University</b> of Miami ...",https://www.nbcmiami.com/news/local/schools-and-covid/how-one-south-florida-university-is-combating-covid-19/2291577/,NBC 6 South Florida,2020-09-12T00:06:00.0000000Z
163,Cuomo: Focus shifting to college <b>outbreaks</b> in state&#39;s <b>COVID-19</b> response,"As concerns grow over <b>COVID-19</b> on campuses, Cuomo named seven schools that have seen <b>outbreaks</b>, including Hofstra <b>University</b> in Hempstead, along with SUNY Oneonta, SUNY Oswego, SUNY Fredonia ...",https://www.newsday.com/news/health/coronavirus/virus-long-island-new-york-schools-covid19-1.49094521,Newsday,2020-09-08T21:45:00.0000000Z
164,Bradley <b>University</b> quarantines entire student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.wzzm13.com/article/news/health/coronavirus/bradley-university-quarantines-entire-student-body-after-covid-19-outbreak/507-3b9e44dc-b978-4888-9aba-1cfa15ab6b97,WZZM,2020-09-09T23:51:00.0000000Z
165,"Four Rutgers athletes, athletics staff member test positive for <b>COVID-19</b>","Many athletics programs across the country in recent weeks have dealt with <b>COVID-19</b> <b>outbreaks</b>, especially as general student populations began returning to campus. Rutgers <b>University</b> is mostly ...",https://www.app.com/story/sports/college/rutgers/2020/09/09/covid-19-rutgers-university-four-athletes-staff-member-test-positive/5765123002/,app.com,2020-09-09T23:01:00.0000000Z
166,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://qctimes.com/bradley-quarantines-student-body-after-covid-19-outbreak/article_2814c85a-68ed-5092-a5cc-9f839f83e3c9.html,Quad-City Times,2020-09-10T00:17:00.0000000Z
167,Bradley <b>University</b> quarantines entire student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.9news.com/article/news/health/coronavirus/bradley-university-quarantines-entire-student-body-after-covid-19-outbreak/507-3b9e44dc-b978-4888-9aba-1cfa15ab6b97,KUSA,2020-09-09T20:17:00.0000000Z
168,Report: Memphis-Houston Game in Jeopardy After <b>COVID-19</b> <b>Outbreak</b>,"The <b>University</b> of Memphis&#39; game against the <b>University</b> of Houston is in jeopardy of being postponed or canceled after a <b>COVID-19</b> <b>outbreak</b> within the Tigers&#39; program, according to the Commercial ...",https://www.si.com/college/2020/09/11/memphis-houston-jeopardy-covid-outbreak,Sports Illustrated,2020-09-11T20:40:00.0000000Z
169,‘I knew it would happen’: 124 <b>COVID-19</b> cases confirmed at Michigan State <b>University</b>,There have been 124 coronavirus (<b>COVID-19</b>) cases confirmed at Michigan State <b>University</b> in East Lansing ... any big party or event that sparked the <b>outbreak</b>.,https://www.clickondetroit.com/news/local/2020/09/08/i-knew-it-would-happen-124-covid-19-cases-confirmed-at-michigan-state-university/,clickondetroit.com,2020-09-08T22:52:00.0000000Z
170,<b>University</b> of Michigan warns about <b>COVID-19</b> exposure on campus,"ANN ARBOR, Mich. (WXYZ) — A <b>University</b> of Michigan student has tested positive for the coronavirus and the <b>university</b> is warning that others may have been exposed ...",https://www.wxyz.com/news/coronavirus/university-of-michigan-warns-about-covid-19-exposure-on-campus,WXYZ Detroit,2020-09-12T13:36:00.0000000Z
171,BC’s <b>COVID-19</b> <b>outbreak</b> not a good sign for proponents of ‘let them play’,"But as we continue amid this ongoing <b>COVID-19</b> pandemic, the converse question ... resident ACC representative Boston College, where an <b>outbreak</b> of positive tests has raised concerns about the ...",https://www.bostonglobe.com/2020/09/12/sports/bcs-covid-19-outbreak-not-good-sign-proponents-let-them-play/,The Boston Globe,2020-09-12T23:38:00.0000000Z
172,Germany links <b>Covid-19</b> <b>outbreak</b> at ski resort to US citizen who failed to quarantine,"(CNN)A coronavirus <b>outbreak</b> at a popular Bavarian ski resort ... chose to socialize despite having <b>Covid-19</b> symptoms, according to Stephan Scharf, press officer at Garmisch-Partenkirchen District ...",https://www.cnn.com/2020/09/14/europe/germany-bavaria-outbreak-coronavirus-intl/index.html,CNN,2020-09-14T18:26:00.0000000Z
173,Cuomo: <b>COVID-19</b> a Problem on New York Campuses,"The governor said at a briefing that six other colleges in New York had seen <b>outbreaks</b>: Cornell <b>University</b>, <b>University</b> at Buffalo, Hofstra <b>University</b>, SUNY Oswego, Colgate <b>University</b> and SUNY ...",https://www.usnews.com/news/best-states/new-york/articles/2020-09-08/cuomo-covid-19-a-problem-on-new-york-campuses,U.S. News &amp; World Report,2020-09-08T22:48:00.0000000Z
174,<b>Covid-19</b> <b>outbreak</b> and the RAT rage,"The second half of 2020 has seen the rise of the Rapid Antigen Test (RAT) for diagnosis of <b>Covid-19</b>, as a quirky reminder ... Pettengill from Thomas Jefferson <b>University</b>, Philadelphia.",https://www.financialexpress.com/opinion/covid-19-outbreak-and-the-rat-rage/2079250/,The Financial Express,2020-09-10T12:31:00.0000000Z
175,<b>University</b> of Tennessee turns to at-home and wastewater tests to help stop COVID spike,"The <b>university</b> found early signs of <b>COVID-19</b> in a dorm and was able to stop a larger <b>outbreak</b>. That would also be the goal of wastewater testing at UT, Plowman and Gregg said. UT has seen nine ...",https://www.knoxnews.com/story/news/education/2020/09/11/university-tennessee-increase-covid-19-testing-cases-climb/5760814002/,Knox News,2020-09-11T16:52:00.0000000Z
176,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.sacbee.com/news/article245586280.html,Sacramento Bee,2020-09-09T02:15:00.0000000Z
177,Memphis vs Houston football game on Friday postponed after Tigers&#39; <b>COVID-19</b> <b>outbreak</b>,"After a <b>COVID-19</b> <b>outbreak</b> within the Memphis football program ... players recover from positive <b>COVID-19</b> tests, contact tracing <b>University</b> of Memphis announces new mascot, TOM IV, will be ...",https://www.commercialappeal.com/story/sports/college/memphis-tigers/2020/09/12/memphis-houston-football-postponed-covid-19-outbreak/5771750002/,Commercial Appeal,2020-09-12T22:46:00.0000000Z
178,3 more Colorado schools report <b>COVID-19</b> <b>outbreaks</b>; cluster linked to Cameron Peak fire response,"stress of <b>COVID-19</b> semester <b>Outbreaks</b> have popped up in 16 other child care facilities, and 10 are still ongoing. No deaths have been linked to those facilities. Only one <b>university</b> <b>outbreak</b> is ...",https://www.dailycamera.com/2020/09/02/colorado-covid-outbreaks-schools-cameron-peak-fire/,Daily Camera,2020-09-10T07:59:00.0000000Z
179,Memphis pauses football after <b>COVID-19</b> <b>outbreak</b>,18 game against the <b>University</b> of Houston is in jeopardy ... Memphis pauses football after <b>COVID-19</b> <b>outbreak</b> originally appeared on Pro Football Talk,https://sports.yahoo.com/memphis-pauses-football-covid-19-221312929.html,Yahoo! Sports,2020-09-11T23:32:00.0000000Z
180,Influenza season could create ‘perfect storm’ for <b>COVID-19</b> <b>outbreaks</b>,"Marrazzo stressed that, amid <b>COVID-19</b> <b>outbreaks</b> on college campuses ... AM (Hon), an IDSA fellow and professor of medicine at Brown <b>University</b>’s Warren Alpert Medical School, noted that the ...",https://www.healio.com/news/infectious-disease/20200910/influenza-season-could-create-perfect-storm-for-covid19-outbreaks,Healio,2020-09-10T19:59:00.0000000Z
181,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.thestate.com/news/article245586280.html,The State,2020-09-09T03:03:00.0000000Z
182,Weight Stigma Predicts Emotional Distress and Binge Eating During <b>COVID-19</b>,"and support during <b>outbreaks</b> of <b>COVID-19</b> and similar public health emergencies,” says lead author of the study Rebecca Puhl, professor of Human Development &amp; Family Sciences and Deputy Director at the <b>University</b> of Connecticut’s Rudd Center.",https://today.uconn.edu/2020/09/weight-stigma-predicts-emotional-distress-binge-eating-covid-19/,UConn Today,2020-09-10T11:18:00.0000000Z
183,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.bnd.com/news/article245586280.html,BND,2020-09-09T02:16:00.0000000Z
184,"More cats might be <b>COVID-19</b> positive than first believed, study suggests","where the first known <b>outbreak</b> of <b>COVID-19</b> began, shows more cats might be contracting the disease than first believed. Researchers from Huazhong Agricultural <b>University</b>, in the Chinese city ...",https://phys.org/news/2020-09-cats-covid-positive-believed.html,Phys.org,2020-09-09T00:00:00.0000000Z
185,Cuomo attributes college COVID <b>outbreaks</b> to out-of-staters,"Andrew Cuomo attributed multiple <b>COVID-19</b> <b>outbreaks</b> at dozens of state ... than 100 new coronavirus cases each, including <b>outbreaks</b> at Cornell <b>University</b>, Colgate <b>University</b>, Hofstra <b>University</b> ...",https://www.thedailynewsonline.com/news/cuomo-attributes-college-covid-outbreaks-to-out-of-staters/article_1c81dd08-84f3-55c6-9ed3-bfaa7a04be65.html,The Daily News Online,2020-09-09T06:20:00.0000000Z
186,<b>COVID-19</b> <b>outbreak</b> reported at Deerfield Correctional Center,"(WHSV) - Deerfield Correctional Center in Capron has 407 offenders with <b>COVID-19</b>. Two Deerfield offenders ... Virginia Commonwealth <b>University</b>, the <b>University</b> of Virginia, Armor Correctional ...",https://www.msn.com/en-us/health/medical/covid-19-outbreak-reported-at-deerfield-correctional-center/ar-BB18Yb43,MSN,2020-09-12T18:45:00.0000000Z
187,Britain&#39;s universities have been abandoned to fight <b>Covid-19</b> alone,"With nearly 90,000 confirmed cases on campus since the pandemic began in the spring, a new wave of <b>Covid-19</b> ... <b>outbreak</b>. As the situation worsens in the city or town surrounding any <b>university</b> ...",https://www.theguardian.com/commentisfree/2020/sep/14/britain-universities-covid-19-campuses,The Guardian,2020-09-14T13:55:00.0000000Z
188,Some college towns grapple with <b>COVID-19</b> after students return for fall semester,"The <b>outbreak</b> started as students returned ... though at least one of them tested positive for <b>COVID-19</b>, according to police records. The <b>university</b> declined to comment, citing federal privacy ...",https://www.winknews.com/2020/09/12/some-college-towns-grapple-with-covid-19-after-students-return-for-fall-semester/,WINK NEWS,2020-09-13T00:19:00.0000000Z
189,Weight stigma predicts emotional distress and binge eating during <b>COVID-19</b>,"&quot;With additional <b>outbreaks</b> and more cases of <b>COVID-19</b> expected in the coming months ... Study co-authors include Leah Lessard of the <b>University</b> of Connecticut, and Nicole Larson and Marla ...",https://www.eurekalert.org/pub_releases/2020-09/urcf-wsp090420.php,EurekAlert!,2020-09-10T04:04:00.0000000Z
190,Memphis vs. Houston game postponed after <b>COVID-19</b> <b>outbreak</b>,"MEMPHIS, Tenn. (WMC) - The Memphis Tigers game Friday against the Houston Cougars is postponed after a <b>COVID-19</b> <b>outbreak</b> connected to the Tigers football program. The <b>University</b> of Memphis made ...",https://www.wmcactionnews5.com/2020/09/12/reports-memphis-vs-houston-game-postponed-after-covid-outbreak/,Action News 5,2020-09-12T21:56:00.0000000Z
191,"<b>COVID-19</b> has overwhelmed some college campuses. At area universities, case numbers remain relatively small.","Appalachian State <b>University</b> has reported more <b>COVID-19</b> ... In May and June, Appalachian State (two) and UNCG (one) had <b>COVID-19</b> <b>outbreaks</b> among construction subcontractors working on campus ...",https://journalnow.com/news/local/covid-19-has-overwhelmed-some-college-campuses-at-area-universities-case-numbers-remain-relatively-small/article_985c735a-f3a3-11ea-9c1a-ab660fb817fe.html,Winston-Salem Journal,2020-09-13T21:30:00.0000000Z
192,Newton mayor relays concerns about rising <b>COVID-19</b> cases to Boston College officials,In the midst of a growing <b>outbreak</b> of <b>COVID-19</b> cases at Boston College ... according to testing numbers published Saturday by the <b>university</b>. Thirty of the college’s 750 varsity athletes ...,https://www.bostonglobe.com/2020/09/12/metro/newton-mayor-relays-concerns-about-rising-covid-19-cases-boston-college-officials/,The Boston Globe,2020-09-12T23:42:00.0000000Z
193,U.S. Has Its Deadliest Day in More Than Two Weeks: Virus Update,The <b>University</b> of Oxford is resuming trials ... the first sanction against a meatpacker connected with a deadly <b>Covid-19</b> <b>outbreak</b>. The fine levied against Smithfield drew outrage as inadequate ...,https://www.bloomberg.com/news/articles/2020-09-11/u-s-cases-rise-0-8-texas-nears-14-000-deaths-virus-update,Bloomberg,2020-09-12T03:08:00.0000000Z
364,New <b>COVID-19</b> Projections Show Mixed Picture of Community Spread from College Campus <b>Outbreaks</b>,"9, 2020 /PRNewswire/ -- New four-week <b>COVID-19</b> case projections released ... which experienced significant <b>outbreaks</b> on the campuses of the <b>University</b> of North Carolina and North Carolina State ...",https://markets.businessinsider.com/news/stocks/new-covid-19-projections-show-mixed-picture-of-community-spread-from-college-campus-outbreaks-1029575509,Business Insider,2020-09-09T20:23:00.0000000Z
375,"<b>COVID-19</b> LIVE UPDATES: Missouri reports 1,362 new coronavirus cases; Kansas adds 496","Tracking from Johns Hopkins <b>University</b> shows that ... County reported Wednesday morning 8,949 cases (+166) of <b>COVID-19</b> since the <b>outbreak</b> started. The county said it has 6,152 presumed recoveries ...",https://www.msn.com/en-us/news/us/covid-19-live-updates-missouri-reports-1362-new-coronavirus-cases-kansas-adds-496/ar-BB18RHQz,MSN,2020-09-10T02:42:00.0000000Z
384,Cuomo: <b>COVID-19</b> a problem on New York campuses,"Andrew Cuomo said Tuesday that <b>COVID-19</b> <b>outbreaks</b> at colleges are already ... that six other colleges in New York had seen <b>outbreaks</b>: Cornell <b>University</b>, <b>University</b> at Buffalo, Hofstra <b>University</b> ...",https://libn.com/2020/09/09/cuomo-covid-19-a-problem-on-new-york-campuses/,Long Island Business News,2020-09-09T14:03:00.0000000Z
826,&#39;Astonishingly risky&#39;: <b>COVID-19</b> cases at colleges are fueling the nation&#39;s hottest <b>outbreaks</b>,"The <b>university</b> had hoped its mix of in-person and online classes and mask-wearing guidelines, among other measures, would be enough to prevent an <b>outbreak</b>. NOTIFIED: Sept. 25, 2020 Landmine ...",https://www.msn.com/en-us/news/us/astonishingly-risky-covid-19-cases-at-colleges-are-fueling-the-nation-s-hottest-outbreaks/ar-BB18VErF,MSN,2020-09-11T18:14:00.0000000Z
850,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.stamfordadvocate.com/news/article/Bradley-quarantines-student-body-after-COVID-19-15551721.php,StamfordAdvocate,2020-09-09T02:10:00.0000000Z
1045,"After 342 new <b>COVID-19</b> cases in 3 weeks, Michigan State students urged to self-quarantine",EAST LANSING – Health officials are strongly recommending Michigan State <b>University</b> students living in or near East Lansing self-quarantine immediately following a surge in <b>COVID-19</b> cases.,https://www.freep.com/story/news/local/2020/09/12/michigan-state-msu-covid-19-surge-quarantine-recommended/5779168002/,Detroit Free Press,2020-09-12T16:47:00.0000000Z
2255,MSU students asked to self-quarantine &#39;immediately&#39; after <b>COVID-19</b> <b>outbreak</b>,"The health department is strongly recommending all local MSU students self-quarantine immediately to contain the <b>outbreak</b> ... the spread of <b>COVID-19</b>,” said Michigan State <b>University</b> Physician ...",https://www.fox17online.com/news/local-news/michigan/msu-students-asked-to-self-quarantine-immediately-after-covid-19-outbreak,FOX 17,2020-09-12T16:50:00.0000000Z
2270,Michigan State <b>University</b> students asked to self-quarantine after <b>Covid-19</b> <b>outbreak</b>,"The <b>outbreak</b> started as students returned ... to doing everything we can to prevent the spread of <b>COVID-19</b>,” Michigan State <b>University</b> Physician David Weismantel said in the statement.",https://kesq.com/news/national-world/2020/09/12/michigan-state-university-students-asked-to-self-quarantine-after-covid-19-outbreak/,KESQ News,2020-09-12T21:50:00.0000000Z
2278,Bradley quarantines student body after <b>COVID-19</b> <b>outbreak</b>,"PEORIA, Ill. (AP) — Bradley <b>University</b> in central Illinois is requiring its entire student body to quarantine for two weeks because of a <b>COVID-19</b> <b>outbreak</b>, and is reverting to remote learning.",https://wsiltv.com/2020/09/08/bradley-quarantines-student-body-after-covid-19-outbreak/,WSIL-TV,2020-09-09T02:17:00.0000000Z
5045,"Wastewater testing at CSU shows signs of <b>COVID-19</b> at Moby Arena, Durrell Center",The Colorado Department of Public Health and Environment has reported two “<b>outbreaks</b>” of <b>COVID-19</b> on the CSU campus. Twenty-four of the <b>university</b>’s varsity athletes and/or staff members had ...,https://www.coloradoan.com/story/news/education/2020/09/08/wastewater-testing-colorado-state-university-more-traces-covid-19/5752844002/,Fort Collins Coloradoan,2020-09-08T23:53:00.0000000Z
8892,Michigan State <b>University</b> students asked to self-quarantine after <b>Covid-19</b> <b>outbreak</b>,"The <b>outbreak</b> started as students returned to the East ... &quot;MSU is committed to doing everything we can to prevent the spread of <b>COVID-19</b>,&quot; Michigan State <b>University</b> Physician David Weismantel said in the statement. &quot;The safety of our entire community ...",https://www.cnn.com/2020/09/12/us/msu-students-coronavirus-self-quarantine-trnd/index.html,CNN,2020-09-13T03:34:00.0000000Z
9458,WMU athletics the latest to shut down amid spike in <b>COVID-19</b> cases,Western Michigan has become the latest college athletic department in the state to shut down sports amid a <b>COVID-19</b> <b>outbreak</b>. The <b>university</b> sent out a media alert Thursday night citing nine ...,https://www.detroitnews.com/story/sports/college/2020/09/11/wmu-athletics-latest-shut-down-amid-spike-covid-19-cases/3467171001/,Detroit News,2020-09-12T05:06:00.0000000Z
13878,Wastewater testing program prevents massive <b>COVID-19</b> <b>outbreak</b> at the <b>University</b> of Arizona,"“Between 9 and 10 a.m. is when you’ll have the heavier outflow, so it’s still a little early,” said Jeff Bilznick, who collects samples of wastewater at the <b>University</b> of Arizona ... So he can test it for <b>COVID-19</b>. “Hi, I’m Dr. Pepper.”",https://www.thedenverchannel.com/news/national/coronavirus/wastewater-testing-program-prevents-massive-covid-19-outbreak-at-the-university-of-arizona,7News and TheDenverChannel.com,2020-09-11T23:49:00.0000000Z
19364,"<b>COVID-19</b> LIVE UPDATES: Missouri reports 1,613 new coronavirus cases on Sunday","Tracking from Johns Hopkins <b>University</b> shows that ... County reported Wednesday morning 8,949 cases (+166) of <b>COVID-19</b> since the <b>outbreak</b> started. The county said it has 6,152 presumed recoveries ...",https://www.msn.com/en-us/news/us/covid-19-live-updates-missouri-reports-1613-new-coronavirus-cases-on-sunday/ar-BB18WsxV,MSN,2020-09-13T20:57:00.0000000Z
51439,"Tracking coronavirus cases, <b>outbreaks</b> in Michigan schools","A <b>COVID-19</b> <b>outbreak</b> is defined as two or more cases ... updated each Monday at 3 p.m., and will include K-12, college and <b>university</b> school name, address, number of cases and if the cases involved ...",https://www.clickondetroit.com/health/2020/09/14/tracking-coronavirus-cases-outbreaks-in-michigan-schools/,clickondetroit.com,2020-09-14T19:28:00.0000000Z
51455,Flu <b>outbreaks</b> may be linked to <b>COVID-19</b>; arthritis drug benefit seen,"Flu may be linked with coronavirus spread Influenza <b>outbreaks</b> may be linked with the spread of <b>COVID-19</b> infections, according to a European ... The panel of authors, led by Dr. Kimberly Hanson of the <b>University</b> of Utah, listed three instances in which ...",https://news.yahoo.com/flu-outbreaks-may-linked-covid-192839579.html,Yahoo! News,2020-09-14T19:29:00.0000000Z
110261,Flu <b>outbreaks</b> may be linked to <b>COVID-19</b>; arthritis drug benefit seen,"Influenza <b>outbreaks</b> may be linked with the spread of <b>COVID-19</b> infections ... The panel of authors, led by Dr. Kimberly Hanson of the <b>University</b> of Utah, listed three instances in which a test ...",https://uk.reuters.com/article/us-health-coronavirus-science/flu-outbreaks-may-be-linked-to-covid-19-arthritis-drug-benefit-seen-idUKKBN26538P,Reuters,2020-09-14T19:40:00.0000000Z
216440,Bradley <b>University</b> quarantines entire student body after <b>COVID-19</b> <b>outbreak</b>,"In announcing the measure, the <b>university</b> said it has tallied about 50 <b>COVID-19</b> cases so far, adding emergency measures are needed to respond to the <b>outbreak</b> without disrupting academic progress.",https://www.wkyc.com/article/news/health/coronavirus/bradley-university-quarantines-entire-student-body-after-covid-19-outbreak/507-3b9e44dc-b978-4888-9aba-1cfa15ab6b97,WKYC3,2020-09-09T20:23:00.0000000Z
216456,Dane County calls on UW to close dorms following campus <b>COVID-19</b> <b>outbreaks</b>,Parisi said 46 separate <b>outbreaks</b> are tied to the campus ... Hundreds of UW Greek life members to get tested after <b>COVID-19</b> outbreakPublic Health Madison &amp; Dane County and the <b>University</b> of Wisconsin directed nine fraternities and sororities in off ...,https://badgerherald.com/news/2020/09/09/dane-county-calls-on-uw-to-close-dorms-following-campus-covid-19-outbreaks/,Badger Herald,2020-09-09T22:55:00.0000000Z
216463,"Frats, Sororities in St. Louis Metro Hoping to Avoid <b>COVID-19</b> <b>Outbreaks</b>",has been the center of coronavirus <b>outbreaks</b> at college campuses thus far. The <b>University</b> of Missouri’s school newspaper reported multiple <b>COVID-19</b> cases in at least two fraternities on August 18.,https://www.riverfronttimes.com/newsblog/2020/09/10/frats-sororities-in-st-louis-metro-hoping-to-avoid-covid-19-outbreaks,Riverfront Times,2020-09-10T11:19:00.0000000Z
224842,Wastewater testing program prevents massive <b>COVID-19</b> <b>outbreak</b> at the <b>University</b> of Arizona,"“Between 9 and 10 a.m. is when you’ll have the heavier outflow, so it’s still a little early,” said Jeff Bilznick, who collects samples of wastewater at the <b>University</b> of Arizona. 8:30 a.m. and some students have yet to wake up to start their day.",https://www.thedenverchannel.com/news/national/coronavirus/wastewater-testing-program-prevents-massive-covid-19-outbreak-at-the-university-of-arizona,7News and TheDenverChannel.com,2020-09-11T23:49:00.0000000Z
290216,Ingham Co. health officials take emergency action after <b>COVID-19</b> <b>outbreak</b> is linked to MSU students,"EAST LANSING, Mich. (WXYZ) — The Ingham County Health Department is taking emergency action after a severe <b>outbreak</b> of <b>COVID-19</b> linked to students at Michigan State ...",https://www.wxyz.com/news/coronavirus/ingham-county-health-officials-take-emergency-action-after-covid-19-outbreak-is-linked-to-msu-students,WXYZ Detroit,2020-09-14T20:13:00.0000000Z
294619,"U.S. needs more tests to control <b>COVID-19</b> <b>outbreak</b> as death toll surpasses 200,000: media","A medical worker takes a swab sample at a COVID-19 drive-thru testing site in Washington D.C., the United States, May 19, 2020. (Photo by Ting Shen/Xinhua) According to a number of experts, although the United States on Saturday set a one-day record with over 1 million coronavirus diagnostic tests,",https://www.msn.com/en-xl/news/other/us-needs-more-tests-to-control-covid-19-outbreak-as-death-toll-surpasses-200000-media/ar-BB19kTYz,N.C.N. Limited on MSN.com,2020-09-23T08:51:14.0000000Z
